date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2015-01-05,sh.600000,16.0700,6.530320,1.295783,2.555270,-9.848905
2015-01-06,sh.600000,16.1300,6.398990,1.300621,2.448213,-9.885678
2015-01-07,sh.600000,15.8100,6.272041,1.274818,2.399643,-9.689558
2015-01-08,sh.600000,15.2500,6.049882,1.229664,2.314647,-9.346348
2015-01-09,sh.600000,15.4300,6.121290,1.244178,2.341967,-9.456665
2015-01-12,sh.600000,15.2200,6.037980,1.227245,2.310093,-9.327961
2015-01-13,sh.600000,15.1800,6.022112,1.224019,2.304022,-9.303446
2015-01-14,sh.600000,15.4900,6.145093,1.249016,2.351074,-9.493438
2015-01-15,sh.600000,16.1200,6.395023,1.299815,2.446695,-9.879549
2015-01-16,sh.600000,16.4700,6.533872,1.328037,2.499818,-10.094056
2015-01-19,sh.600000,14.8200,5.879295,1.194991,2.249381,-9.082811
2015-01-20,sh.600000,15.0000,5.950703,1.209505,2.276702,-9.193129
2015-01-21,sh.600000,15.7400,6.244271,1.269174,2.389019,-9.646657
2015-01-22,sh.600000,15.6300,6.200633,1.260304,2.372323,-9.579240
2015-01-23,sh.600000,15.6300,6.200633,1.260304,2.372323,-9.579240
2015-01-26,sh.600000,15.4300,6.121290,1.244178,2.341967,-9.456665
2015-01-27,sh.600000,15.0100,5.954670,1.210311,2.278219,-9.199258
2015-01-28,sh.600000,14.8100,5.875328,1.194185,2.247863,-9.076683
2015-01-29,sh.600000,14.4200,5.720609,1.162738,2.188669,-8.837661
2015-01-30,sh.600000,14.4700,5.740445,1.166769,2.196258,-8.868305
2015-02-02,sh.600000,14.0400,5.569858,1.132097,2.130993,-8.604769
2015-02-03,sh.600000,14.4500,5.732511,1.165157,2.193223,-8.856048
2015-02-04,sh.600000,14.1800,5.625398,1.143385,2.152242,-8.690571
2015-02-05,sh.600000,14.1800,5.625398,1.143385,2.152242,-8.690571
2015-02-06,sh.600000,14.0900,5.589694,1.136128,2.138582,-8.635412
2015-02-09,sh.600000,14.1600,5.617464,1.141773,2.149206,-8.678314
2015-02-10,sh.600000,14.4300,5.724577,1.163544,2.190187,-8.843790
2015-02-11,sh.600000,14.4200,5.720609,1.162738,2.188669,-8.837661
2015-02-12,sh.600000,14.3500,5.692840,1.157093,2.178045,-8.794760
2015-02-13,sh.600000,14.4300,5.724577,1.163544,2.190187,-8.843790
2015-02-16,sh.600000,14.4000,5.712675,1.161125,2.185634,-8.825404
2015-02-17,sh.600000,14.4700,5.740445,1.166769,2.196258,-8.868305
2015-02-25,sh.600000,14.2800,5.665070,1.151449,2.167420,-8.751859
2015-02-26,sh.600000,14.6200,5.799952,1.178864,2.219025,-8.960236
2015-02-27,sh.600000,14.5300,5.764248,1.171607,2.205365,-8.905078
2015-03-02,sh.600000,14.4800,5.744412,1.167576,2.197776,-8.874434
2015-03-03,sh.600000,14.0000,5.553990,1.128871,2.124921,-8.580254
2015-03-04,sh.600000,13.9100,5.518286,1.121614,2.111261,-8.525095
2015-03-05,sh.600000,13.5800,5.387370,1.095005,2.061174,-8.322846
2015-03-06,sh.600000,13.6300,5.407206,1.099037,2.068763,-8.353490
2015-03-09,sh.600000,14.5100,5.756314,1.169995,2.202329,-8.892820
2015-03-10,sh.600000,14.1000,5.593661,1.136935,2.140099,-8.641541
2015-03-11,sh.600000,14.2500,5.653168,1.149030,2.162867,-8.733472
2015-03-12,sh.600000,15.1200,5.998309,1.219181,2.294915,-9.266674
2015-03-13,sh.600000,15.2900,6.065750,1.232889,2.320718,-9.370863
2015-03-16,sh.600000,15.4700,6.137159,1.247403,2.348038,-9.481180
2015-03-17,sh.600000,15.5400,6.164929,1.253047,2.358663,-9.524082
2015-03-18,sh.600000,15.8800,6.299811,1.280463,2.410268,-9.732459
2015-03-19,sh.600000,15.6400,6.203808,1.189762,2.368387,-3.772569
2015-03-20,sh.600000,15.7500,6.247441,1.198130,2.385045,-3.799102
2015-03-23,sh.600000,15.9100,6.310907,1.210301,2.409274,-3.837696
2015-03-24,sh.600000,15.6900,6.223642,1.193565,2.375959,-3.784629
2015-03-25,sh.600000,15.2400,6.045143,1.159333,2.307815,-3.676084
2015-03-26,sh.600000,15.3600,6.092743,1.168462,2.325986,-3.705029
2015-03-27,sh.600000,15.3600,6.092743,1.168462,2.325986,-3.705029
2015-03-30,sh.600000,16.0200,6.354540,1.218669,2.425931,-3.864230
2015-03-31,sh.600000,15.7900,6.263308,1.201173,2.391102,-3.808751
2015-04-01,sh.600000,15.9500,6.326774,1.213344,2.415331,-3.847345
2015-04-02,sh.600000,16.1800,6.418006,1.230840,2.450160,-3.902824
2015-04-03,sh.600000,16.2000,6.425940,1.232362,2.453189,-3.907648
2015-04-07,sh.600000,16.7100,6.628238,1.271159,2.530419,-4.030667
2015-04-08,sh.600000,17.0200,6.751203,1.294741,2.577362,-4.105443
2015-04-09,sh.600000,16.8700,6.691704,1.283330,2.554648,-4.069261
2015-04-10,sh.600000,17.5300,6.953501,1.333537,2.654592,-4.228461
2015-04-13,sh.600000,18.0300,7.151833,1.371573,2.730308,-4.349068
2015-04-14,sh.600000,17.8900,7.096300,1.360923,2.709108,-4.315298
2015-04-15,sh.600000,17.9600,7.124066,1.366248,2.719708,-4.332183
2015-04-16,sh.600000,18.6500,7.397764,1.418738,2.824196,-4.498619
2015-04-17,sh.600000,18.6000,7.377931,1.414934,2.816624,-4.486559
2015-04-20,sh.600000,17.9000,7.100267,1.361684,2.710622,-4.317710
2015-04-21,sh.600000,18.1600,7.203399,1.381463,2.749994,-4.380425
2015-04-22,sh.600000,18.5000,7.338264,1.407327,2.801481,-4.462438
2015-04-23,sh.600000,18.2200,7.227199,1.386027,2.759080,-4.394898
2015-04-24,sh.600000,17.6800,7.013001,1.344948,2.677307,-4.264643
2015-04-27,sh.600000,18.1700,7.207366,1.382223,2.751509,-4.382837
2015-04-28,sh.600000,18.3000,7.258932,1.392113,2.771195,-4.414195
2015-04-29,sh.600000,18.5300,7.350164,1.409609,2.806024,-4.469674
2015-04-30,sh.600000,18.0700,7.094680,1.318867,2.621671,-73.869873
2015-05-04,sh.600000,17.8100,6.992598,1.299891,2.583949,-72.806997
2015-05-05,sh.600000,17.0800,6.705984,1.246611,2.478038,-69.822768
2015-05-06,sh.600000,17.0600,6.698131,1.245151,2.475136,-69.741009
2015-05-07,sh.600000,17.0700,6.702058,1.245881,2.476587,-69.781888
2015-05-08,sh.600000,17.1100,6.717762,1.248800,2.482390,-69.945408
2015-05-11,sh.600000,17.2700,6.780582,1.260478,2.505604,-70.599485
2015-05-12,sh.600000,17.2400,6.768803,1.258289,2.501251,-70.476846
2015-05-13,sh.600000,17.0700,6.702058,1.245881,2.476587,-69.781888
2015-05-14,sh.600000,16.9900,6.670648,1.240042,2.464980,-69.454850
2015-05-15,sh.600000,16.7800,6.588197,1.224715,2.434512,-68.596373
2015-05-18,sh.600000,16.3800,6.431148,1.195520,2.376479,-66.961179
2015-05-19,sh.600000,17.0400,6.690279,1.243691,2.472234,-69.659249
2015-05-20,sh.600000,17.1500,6.733467,1.251720,2.488193,-70.108927
2015-05-21,sh.600000,17.3200,6.800213,1.264128,2.512858,-70.803884
2015-05-22,sh.600000,17.7600,6.972967,1.296242,2.576695,-72.602597
2015-05-25,sh.600000,18.1400,7.122163,1.323977,2.631827,-74.156031
2015-05-26,sh.600000,18.3900,7.220319,1.342223,2.668098,-75.178027
2015-05-27,sh.600000,18.0700,7.094680,1.318867,2.621671,-73.869873
2015-05-28,sh.600000,17.0400,6.690279,1.243691,2.472234,-69.659249
2015-05-29,sh.600000,17.0400,6.690279,1.243691,2.472234,-69.659249
2015-06-01,sh.600000,17.9300,7.039713,1.308649,2.601359,-73.297555
2015-06-02,sh.600000,17.8400,7.004377,1.302081,2.588302,-72.929636
2015-06-03,sh.600000,17.9000,7.027934,1.306460,2.597007,-73.174915
2015-06-04,sh.600000,18.6300,7.314548,1.359740,2.702918,-76.159144
2015-06-05,sh.600000,18.4300,7.236024,1.345143,2.673901,-75.341547
2015-06-08,sh.600000,18.4300,7.236024,1.345143,2.673901,-75.341547
2015-06-09,sh.600000,18.4300,7.236024,1.345143,2.673901,-75.341547
2015-06-10,sh.600000,18.4300,7.236024,1.345143,2.673901,-75.341547
2015-06-11,sh.600000,18.4300,7.236024,1.345143,2.673901,-75.341547
2015-06-12,sh.600000,18.4300,7.236024,1.345143,2.673901,-75.341547
2015-06-15,sh.600000,18.4300,7.236024,1.345143,2.673901,-75.341547
2015-06-16,sh.600000,18.4300,7.236024,1.345143,2.673901,-75.341547
2015-06-17,sh.600000,18.2000,7.145720,1.328356,2.640532,-74.401310
2015-06-18,sh.600000,17.7200,6.957262,1.293322,2.570891,-72.439078
2015-06-19,sh.600000,17.0700,6.702058,1.245881,2.476587,-69.781888
2015-06-23,sh.600000,17.0200,6.682427,1.242232,2.469333,-69.577489
2015-06-24,sh.600000,17.2500,6.772730,1.259018,2.502702,-70.517726
2015-06-25,sh.600000,16.7100,6.560714,1.219606,2.424356,-68.310214
2015-06-26,sh.600000,15.8500,6.223059,1.156837,2.299584,-64.794548
2015-06-29,sh.600000,15.9100,6.246616,1.161216,2.308289,-65.039827
2015-06-30,sh.600000,16.9600,6.658869,1.237852,2.460627,-69.332210
2015-07-01,sh.600000,16.3200,6.407591,1.191141,2.367774,-66.715900
2015-07-02,sh.600000,16.3700,6.427222,1.194790,2.375028,-66.920300
2015-07-03,sh.600000,15.8700,6.230911,1.158297,2.302486,-64.876308
2015-07-06,sh.600000,17.2200,6.760951,1.256829,2.498349,-70.395086
2015-07-07,sh.600000,17.5700,6.898369,1.282374,2.549129,-71.825881
2015-07-08,sh.600000,15.9500,6.262321,1.164136,2.314092,-65.203346
2015-07-09,sh.600000,16.9500,6.654943,1.237122,2.459177,-69.291330
2015-07-10,sh.600000,17.2800,6.784508,1.261208,2.507054,-70.640365
2015-07-13,sh.600000,17.0400,6.690279,1.243691,2.472234,-69.659249
2015-07-14,sh.600000,16.7500,6.576419,1.222525,2.430160,-68.473734
2015-07-15,sh.600000,17.0700,6.702058,1.245881,2.476587,-69.781888
2015-07-16,sh.600000,16.9600,6.658869,1.237852,2.460627,-69.332210
2015-07-17,sh.600000,17.0200,6.682427,1.242232,2.469333,-69.577489
2015-07-20,sh.600000,16.6800,6.548935,1.217416,2.420004,-68.187575
2015-07-21,sh.600000,16.3800,6.431148,1.195520,2.376479,-66.961179
2015-07-22,sh.600000,16.1600,6.344772,1.179463,2.344560,-66.061823
2015-07-23,sh.600000,16.4300,6.450780,1.199169,2.383733,-67.165579
2015-07-24,sh.600000,16.1400,6.336919,1.178003,2.341658,-65.980063
2015-07-27,sh.600000,14.9100,5.853994,1.088230,2.163205,-60.951843
2015-07-28,sh.600000,15.2400,5.983559,1.112315,2.211083,-62.300878
2015-07-29,sh.600000,15.2900,6.003190,1.115965,2.218337,-62.505277
2015-07-30,sh.600000,14.9000,5.850068,1.087500,2.161754,-60.910963
2015-07-31,sh.600000,15.0700,5.916814,1.099908,2.186418,-61.605920
2015-08-03,sh.600000,15.5500,6.105272,1.134941,2.256059,-63.568153
2015-08-04,sh.600000,15.6200,6.132756,1.140050,2.266215,-63.854312
2015-08-05,sh.600000,15.3100,6.011043,1.117424,2.221239,-62.587036
2015-08-06,sh.600000,15.3800,6.038526,1.122534,2.231394,-62.873195
2015-08-07,sh.600000,15.4700,6.073862,1.129102,2.244452,-63.241114
2015-08-10,sh.600000,15.7800,6.195575,1.151728,2.289428,-64.508389
2015-08-11,sh.600000,15.5700,6.113125,1.136401,2.258960,-63.649912
2015-08-12,sh.600000,15.3900,6.042453,1.123263,2.232845,-62.914075
2015-08-13,sh.600000,15.4500,6.066010,1.127643,2.241550,-63.159354
2015-08-14,sh.600000,15.4900,6.081715,1.130562,2.247354,-63.322874
2015-08-17,sh.600000,15.3200,6.014969,1.118154,2.222689,-62.627916
2015-08-18,sh.600000,14.8700,5.838289,1.085310,2.157402,-60.788323
2015-08-19,sh.600000,15.0000,5.889330,1.094799,2.176263,-61.319761
2015-08-20,sh.600000,14.6800,5.672590,1.070597,2.030814,7.524744
2015-08-21,sh.600000,14.2200,5.494839,1.037049,1.967178,7.288955
2015-08-24,sh.600000,12.8700,4.973177,0.938595,1.780421,6.596966
2015-08-25,sh.600000,12.3900,4.787697,0.903590,1.714018,6.350925
2015-08-26,sh.600000,13.0200,5.031140,0.949535,1.801172,6.673853
2015-08-27,sh.600000,13.9800,5.402099,1.019547,1.933977,7.165935
2015-08-28,sh.600000,14.2400,5.502567,1.038508,1.969945,7.299207
2015-08-31,sh.600000,14.9600,5.780787,1.091017,2.069549,7.668268
2015-09-01,sh.600000,15.3300,5.923761,1.118001,2.120734,7.857924
2015-09-02,sh.600000,14.8900,5.753738,1.085912,2.059865,7.632387
2015-09-07,sh.600000,14.5000,5.603036,1.057470,2.005913,7.432479
2015-09-08,sh.600000,15.0600,5.819429,1.098310,2.083383,7.719526
2015-09-09,sh.600000,15.1600,5.858070,1.105603,2.097217,7.770785
2015-09-10,sh.600000,15.2500,5.892848,1.112166,2.109667,7.816917
2015-09-11,sh.600000,15.5600,6.012637,1.134774,2.152552,7.975819
2015-09-14,sh.600000,15.9300,6.155611,1.161758,2.203738,8.165475
2015-09-15,sh.600000,15.4600,5.973995,1.127481,2.138719,7.924560
2015-09-16,sh.600000,15.4300,5.962403,1.125293,2.134568,7.909183
2015-09-17,sh.600000,15.1100,5.838749,1.101956,2.090300,7.745155
2015-09-18,sh.600000,15.0300,5.807836,1.096122,2.079233,7.704149
2015-09-21,sh.600000,14.9700,5.784651,1.091746,2.070932,7.673394
2015-09-22,sh.600000,15.0500,5.815564,1.097580,2.082000,7.714400
2015-09-23,sh.600000,14.9500,5.776923,1.090288,2.068166,7.663142
2015-09-24,sh.600000,15.2700,5.900576,1.113625,2.112434,7.827169
2015-09-25,sh.600000,15.5900,6.024229,1.136962,2.156703,7.991196
2015-09-28,sh.600000,15.9200,6.151747,1.161029,2.202354,8.160349
2015-09-29,sh.600000,15.9700,6.171067,1.164675,2.209271,8.185978
2015-09-30,sh.600000,16.6300,6.426102,1.212808,2.300575,8.524284
2015-10-08,sh.600000,15.8700,6.132426,1.157382,2.195437,8.134720
2015-10-09,sh.600000,15.9000,6.144018,1.159570,2.199588,8.150097
2015-10-12,sh.600000,16.0600,6.205845,1.171239,2.221722,8.232111
2015-10-13,sh.600000,15.9700,6.171067,1.164675,2.209271,8.185978
2015-10-14,sh.600000,15.9000,6.144018,1.159570,2.199588,8.150097
2015-10-15,sh.600000,15.9000,6.144018,1.159570,2.199588,8.150097
2015-10-16,sh.600000,15.9000,6.144018,1.159570,2.199588,8.150097
2015-10-19,sh.600000,15.9000,6.144018,1.159570,2.199588,8.150097
2015-10-20,sh.600000,15.9000,6.144018,1.159570,2.199588,8.150097
2015-10-21,sh.600000,15.9000,6.144018,1.159570,2.199588,8.150097
2015-10-22,sh.600000,15.9000,6.144018,1.159570,2.199588,8.150097
2015-10-23,sh.600000,15.9000,6.144018,1.159570,2.199588,8.150097
2015-10-26,sh.600000,16.2800,6.290856,1.187283,2.252156,8.344880
2015-10-27,sh.600000,16.3200,6.306313,1.190200,2.257690,8.365383
2015-10-28,sh.600000,16.3100,6.302449,1.189471,2.256307,8.360257
2015-10-29,sh.600000,16.5900,6.410646,1.209891,2.295041,8.503781
2015-10-30,sh.600000,16.3900,6.190253,1.130890,2.152425,1.586767
2015-11-02,sh.600000,16.4100,6.197807,1.132270,2.155051,1.588704
2015-11-03,sh.600000,16.4600,6.216691,1.135720,2.161617,1.593544
2015-11-04,sh.600000,16.8400,6.360211,1.161939,2.211521,1.630333
2015-11-05,sh.600000,17.7100,6.688797,1.221968,2.325774,1.714561
2015-11-06,sh.600000,17.8800,6.753003,1.233698,2.348100,1.731019
2015-11-09,sh.600000,18.1500,6.854978,1.252328,2.383557,1.757158
2015-11-10,sh.600000,18.3700,6.938069,1.267507,2.412449,1.778457
2015-11-11,sh.600000,17.7300,6.696350,1.223348,2.328401,1.716497
2015-11-12,sh.600000,17.3600,6.556607,1.197819,2.279810,1.680676
2015-11-13,sh.600000,17.5800,6.639698,1.212998,2.308702,1.701975
2015-11-16,sh.600000,17.4200,6.579268,1.201959,2.287690,1.686485
2015-11-17,sh.600000,17.4400,6.586822,1.203338,2.290316,1.688421
2015-11-18,sh.600000,17.3900,6.567938,1.199889,2.283750,1.683580
2015-11-19,sh.600000,17.9000,6.760557,1.235078,2.350726,1.732955
2015-11-20,sh.600000,18.4700,6.975837,1.274407,2.425582,1.788139
2015-11-23,sh.600000,19.0600,7.198671,1.315116,2.503064,1.845258
2015-11-24,sh.600000,19.0500,7.194894,1.314426,2.501750,1.844290
2015-11-25,sh.600000,19.6700,7.429059,1.357206,2.583172,1.904314
2015-11-26,sh.600000,19.3700,7.315753,1.336506,2.543775,1.875270
2015-11-27,sh.600000,18.5300,6.998498,1.278547,2.433461,1.793947
2015-11-30,sh.600000,18.6500,7.043820,1.286827,2.449220,1.805565
2015-12-01,sh.600000,18.6600,7.047597,1.287517,2.450533,1.806533
2015-12-02,sh.600000,19.8500,7.497042,1.369626,2.606811,1.921741
2015-12-03,sh.600000,19.2500,7.270431,1.328226,2.528016,1.863653
2015-12-04,sh.600000,18.7100,7.066481,1.290967,2.457100,1.811374
2015-12-07,sh.600000,19.4500,7.345968,1.342026,2.554281,1.883016
2015-12-08,sh.600000,20.1000,7.591463,1.386875,2.639642,1.945944
2015-12-09,sh.600000,19.2300,7.262877,1.326846,2.525389,1.861717
2015-12-10,sh.600000,19.2700,7.277985,1.329606,2.530642,1.865589
2015-12-11,sh.600000,18.6000,7.024936,1.283377,2.442654,1.800724
2015-12-14,sh.600000,18.4500,6.968283,1.273027,2.422955,1.786202
2015-12-15,sh.600000,18.3100,6.915408,1.263367,2.404570,1.772649
2015-12-16,sh.600000,18.1800,6.866308,1.254398,2.387497,1.760063
2015-12-17,sh.600000,18.4900,6.983391,1.275787,2.428208,1.790075
2015-12-18,sh.600000,18.8100,7.104250,1.297867,2.470232,1.821055
2015-12-21,sh.600000,19.1400,7.228886,1.320636,2.513570,1.853003
2015-12-22,sh.600000,18.9000,7.138242,1.304077,2.482052,1.829768
2015-12-23,sh.600000,18.8800,7.130688,1.302697,2.479425,1.827832
2015-12-24,sh.600000,19.0400,7.191117,1.313737,2.500437,1.843322
2015-12-25,sh.600000,19.3200,7.296869,1.333056,2.537208,1.870430
2015-12-28,sh.600000,18.7000,7.062705,1.290277,2.455787,1.810406
2015-12-29,sh.600000,18.7400,7.077812,1.293037,2.461040,1.814278
