date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2017-01-03,sh.600000,16.3000,6.510568,1.068165,2.218362,-5.559678
2017-01-04,sh.600000,16.3300,6.648459,1.070131,2.195548,-5.569911
2017-01-05,sh.600000,16.3000,6.636245,1.068165,2.191514,-5.559678
2017-01-06,sh.600000,16.1800,6.587389,1.060301,2.175380,-5.518748
2017-01-09,sh.600000,16.2000,6.595532,1.061612,2.178069,-5.525570
2017-01-10,sh.600000,16.1900,6.591460,1.060956,2.176725,-5.522159
2017-01-11,sh.600000,16.1600,6.579246,1.058990,2.172691,-5.511926
2017-01-12,sh.600000,16.1200,6.562961,1.056369,2.167314,-5.498283
2017-01-13,sh.600000,16.2700,6.624031,1.066199,2.187481,-5.549446
2017-01-16,sh.600000,16.5600,6.742099,1.085203,2.226471,-5.648360
2017-01-17,sh.600000,16.4000,6.676958,1.074718,2.204959,-5.593787
2017-01-18,sh.600000,16.4800,6.709528,1.079961,2.215715,-5.621073
2017-01-19,sh.600000,16.5400,6.733956,1.083892,2.223782,-5.641538
2017-01-20,sh.600000,16.6000,6.758384,1.087824,2.231849,-5.662004
2017-01-23,sh.600000,16.5700,6.746170,1.085858,2.227815,-5.651771
2017-01-24,sh.600000,16.6900,6.795026,1.093722,2.243949,-5.692701
2017-01-25,sh.600000,16.6900,6.795026,1.093722,2.243949,-5.692701
2017-01-26,sh.600000,16.7400,6.815383,1.096999,2.250672,-5.709755
2017-02-03,sh.600000,16.6300,6.770598,1.089790,2.235882,-5.672236
2017-02-06,sh.600000,16.6600,6.782812,1.091756,2.239916,-5.682469
2017-02-07,sh.600000,16.6700,6.786883,1.092412,2.241260,-5.685879
2017-02-08,sh.600000,16.6700,6.786883,1.092412,2.241260,-5.685879
2017-02-09,sh.600000,16.7200,6.807240,1.095688,2.247983,-5.702934
2017-02-10,sh.600000,16.7800,6.831668,1.099620,2.256050,-5.723399
2017-02-13,sh.600000,16.8500,6.860167,1.104207,2.265461,-5.747275
2017-02-14,sh.600000,16.7500,6.819454,1.097654,2.252016,-5.713166
2017-02-15,sh.600000,16.8400,6.856096,1.103552,2.264117,-5.743864
2017-02-16,sh.600000,16.7800,6.831668,1.099620,2.256050,-5.723399
2017-02-17,sh.600000,16.6400,6.774670,1.090446,2.237227,-5.675647
2017-02-20,sh.600000,16.9100,6.884595,1.108139,2.273528,-5.767740
2017-02-21,sh.600000,16.8800,6.872381,1.106173,2.269495,-5.757507
2017-02-22,sh.600000,16.7500,6.819454,1.097654,2.252016,-5.713166
2017-02-23,sh.600000,16.6900,6.795026,1.093722,2.243949,-5.692701
2017-02-24,sh.600000,16.7100,6.803169,1.095033,2.246638,-5.699523
2017-02-27,sh.600000,16.5900,6.754313,1.087169,2.230504,-5.658593
2017-02-28,sh.600000,16.5900,6.754313,1.087169,2.230504,-5.658593
2017-03-01,sh.600000,16.5600,6.742099,1.085203,2.226471,-5.648360
2017-03-02,sh.600000,16.4100,6.681029,1.075373,2.206304,-5.597197
2017-03-03,sh.600000,16.3500,6.656601,1.071441,2.198237,-5.576732
2017-03-06,sh.600000,16.4100,6.681029,1.075373,2.206304,-5.597197
2017-03-07,sh.600000,16.4300,6.689172,1.076684,2.208993,-5.604019
2017-03-08,sh.600000,16.3900,6.672887,1.074063,2.203615,-5.590376
2017-03-09,sh.600000,16.2200,6.603674,1.062922,2.180758,-5.532391
2017-03-10,sh.600000,16.2300,6.607746,1.063578,2.182103,-5.535802
2017-03-13,sh.600000,16.3400,6.652530,1.070786,2.196892,-5.573322
2017-03-14,sh.600000,16.2600,6.619960,1.065544,2.186136,-5.546035
2017-03-15,sh.600000,16.2400,6.611817,1.064233,2.183447,-5.539213
2017-03-16,sh.600000,16.2900,6.632173,1.067510,2.190170,-5.556267
2017-03-17,sh.600000,16.2000,6.595532,1.061612,2.178069,-5.525570
2017-03-20,sh.600000,16.1400,6.571104,1.057680,2.170002,-5.505105
2017-03-21,sh.600000,16.0000,6.514105,1.048505,2.151180,-5.457353
2017-03-22,sh.600000,15.7800,6.424536,1.034088,2.121601,-5.382314
2017-03-23,sh.600000,15.8800,6.465250,1.040642,2.135046,-5.416423
2017-03-24,sh.600000,15.9600,6.497820,1.045884,2.145802,-5.443709
2017-03-27,sh.600000,16.0400,6.530391,1.051127,2.156558,-5.470996
2017-03-28,sh.600000,16.0100,6.518177,1.049161,2.152524,-5.460764
2017-03-29,sh.600000,15.8700,6.461178,1.039986,2.133701,-5.413012
2017-03-30,sh.600000,15.8100,6.436750,1.036054,2.125634,-5.392547
2017-03-31,sh.600000,16.0100,6.518177,1.049161,2.152524,-5.460764
2017-04-05,sh.600000,16.1600,6.579246,1.033501,2.172691,-20.221776
2017-04-06,sh.600000,16.1000,6.554818,1.029664,2.164625,-20.146695
2017-04-07,sh.600000,16.1000,6.554818,1.029664,2.164625,-20.146695
2017-04-10,sh.600000,15.9700,6.501891,1.021350,2.147146,-19.984020
2017-04-11,sh.600000,15.8900,6.469321,1.016234,2.136390,-19.883912
2017-04-12,sh.600000,15.8900,6.469321,1.016234,2.136390,-19.883912
2017-04-13,sh.600000,15.7500,6.412322,1.007280,2.117567,-19.708724
2017-04-14,sh.600000,15.5100,6.314611,0.991931,2.085300,-19.408400
2017-04-17,sh.600000,15.5600,6.334967,0.995129,2.092022,-19.470968
2017-04-18,sh.600000,15.3000,6.229113,0.978501,2.057066,-19.145617
2017-04-19,sh.600000,15.1100,6.151758,0.966349,2.031520,-18.907861
2017-04-20,sh.600000,14.9100,6.070332,0.953559,2.004631,-18.657592
2017-04-21,sh.600000,15.0500,6.127330,0.962512,2.023453,-18.832780
2017-04-24,sh.600000,15.0000,6.106974,0.959314,2.016731,-18.770213
2017-04-25,sh.600000,15.0500,6.127330,0.962512,2.023453,-18.832780
2017-04-26,sh.600000,15.0500,6.127330,0.962512,2.023453,-18.832780
2017-04-27,sh.600000,15.2100,6.130130,0.939090,2.042818,-2.982386
2017-04-28,sh.600000,15.2100,6.130130,0.939090,2.042818,-2.982386
2017-05-02,sh.600000,15.1600,6.109978,0.936003,2.036103,-2.972582
2017-05-03,sh.600000,15.0800,6.077736,0.931064,2.025358,-2.956896
2017-05-04,sh.600000,14.9800,6.037432,0.924890,2.011927,-2.937288
2017-05-05,sh.600000,14.9200,6.013250,0.921185,2.003869,-2.925523
2017-05-08,sh.600000,14.8600,5.989068,0.917481,1.995810,-2.913758
2017-05-09,sh.600000,14.7600,5.948765,0.911307,1.982380,-2.894150
2017-05-10,sh.600000,14.6100,5.888310,0.902045,1.962234,-2.864738
2017-05-11,sh.600000,14.7500,5.944735,0.910689,1.981037,-2.892189
2017-05-12,sh.600000,15.2100,6.130130,0.939090,2.042818,-2.982386
2017-05-15,sh.600000,15.2700,6.154312,0.942795,2.050877,-2.994151
2017-05-16,sh.600000,15.2700,6.154312,0.942795,2.050877,-2.994151
2017-05-17,sh.600000,15.2100,6.130130,0.939090,2.042818,-2.982386
2017-05-18,sh.600000,15.0100,6.049523,0.926742,2.015957,-2.943170
2017-05-19,sh.600000,15.0200,6.053554,0.927359,2.017300,-2.945131
2017-05-22,sh.600000,15.0400,6.061614,0.928594,2.019986,-2.949052
2017-05-23,sh.600000,15.4300,6.218797,0.952674,2.072366,-3.025524
2017-05-24,sh.600000,15.4700,6.234918,0.955143,2.077738,-3.033367
2017-05-25,sh.600000,12.9300,6.774579,1.037815,2.257576,-3.295919
2017-05-26,sh.600000,12.8400,6.727425,1.030591,2.241862,-3.272978
2017-05-31,sh.600000,12.8400,6.727425,1.030591,2.241862,-3.272978
2017-06-01,sh.600000,12.9200,6.769340,1.037013,2.255830,-3.293370
2017-06-02,sh.600000,12.8900,6.753622,1.034605,2.250592,-3.285723
2017-06-05,sh.600000,12.8500,6.732664,1.031394,2.243608,-3.275527
2017-06-06,sh.600000,12.8000,6.706467,1.027381,2.234878,-3.262781
2017-06-07,sh.600000,12.8400,6.727425,1.030591,2.241862,-3.272978
2017-06-08,sh.600000,12.8400,6.727425,1.030591,2.241862,-3.272978
2017-06-09,sh.600000,12.9300,6.774579,1.037815,2.257576,-3.295919
2017-06-12,sh.600000,12.7800,6.695988,1.025776,2.231386,-3.257683
2017-06-13,sh.600000,12.5900,6.596439,1.010525,2.198212,-3.209251
2017-06-14,sh.600000,12.4600,6.528326,1.000091,2.175514,-3.176114
2017-06-15,sh.600000,12.3800,6.486411,0.993670,2.161546,-3.155721
2017-06-16,sh.600000,12.3500,6.470693,0.991262,2.156308,-3.148074
2017-06-19,sh.600000,12.4000,6.496890,0.995275,2.165038,-3.160820
2017-06-20,sh.600000,12.2900,6.439256,0.986446,2.145832,-3.132780
2017-06-21,sh.600000,12.3400,6.465453,0.990459,2.154562,-3.145525
2017-06-22,sh.600000,12.5700,6.585960,1.008920,2.194720,-3.204153
2017-06-23,sh.600000,12.6400,6.622636,1.014539,2.206942,-3.221997
2017-06-26,sh.600000,12.6400,6.622636,1.014539,2.206942,-3.221997
2017-06-27,sh.600000,12.7000,6.654073,1.019354,2.217418,-3.237291
2017-06-28,sh.600000,12.7900,6.701227,1.026578,2.233132,-3.260232
2017-06-29,sh.600000,12.7600,6.685509,1.024170,2.227894,-3.252585
2017-06-30,sh.600000,12.6500,6.627875,1.015341,2.208688,-3.224546
2017-07-03,sh.600000,12.5600,6.580721,1.008118,2.192974,-3.201604
2017-07-04,sh.600000,12.5500,6.575481,1.007315,2.191228,-3.199055
2017-07-05,sh.600000,12.6200,6.612157,1.012933,2.203450,-3.216899
2017-07-06,sh.600000,12.6600,6.633115,1.016144,2.210434,-3.227095
2017-07-07,sh.600000,12.6000,6.601678,1.011328,2.199958,-3.211800
2017-07-10,sh.600000,12.5300,6.565002,1.005710,2.187736,-3.193957
2017-07-11,sh.600000,12.8000,6.706467,1.027381,2.234878,-3.262781
2017-07-12,sh.600000,12.8600,6.737903,1.032197,2.245354,-3.278076
2017-07-13,sh.600000,13.2700,6.952720,1.065105,2.316940,-3.382587
2017-07-14,sh.600000,13.5900,7.120382,1.090790,2.372812,-3.464156
2017-07-17,sh.600000,13.7600,7.209452,1.104434,2.402494,-3.507490
2017-07-18,sh.600000,13.5500,7.099424,1.087579,2.365828,-3.453960
2017-07-19,sh.600000,13.6900,7.172776,1.098816,2.390272,-3.489647
2017-07-20,sh.600000,13.6200,7.136100,1.093197,2.378050,-3.471803
2017-07-21,sh.600000,13.4500,7.047030,1.079553,2.348368,-3.428470
2017-07-24,sh.600000,13.6700,7.162297,1.097211,2.386780,-3.484549
2017-07-25,sh.600000,13.5100,7.078466,1.084368,2.358844,-3.443764
2017-07-26,sh.600000,13.3800,7.010354,1.073934,2.336146,-3.410626
2017-07-27,sh.600000,13.3800,7.010354,1.073934,2.336146,-3.410626
2017-07-28,sh.600000,13.4700,7.057509,1.081158,2.351860,-3.433568
2017-07-31,sh.600000,13.3600,6.999875,1.072329,2.332654,-3.405528
2017-08-01,sh.600000,13.4300,7.036551,1.077947,2.344876,-3.423371
2017-08-02,sh.600000,13.4400,7.041790,1.078750,2.346622,-3.425920
2017-08-03,sh.600000,13.0800,6.853171,1.049855,2.283766,-3.334155
2017-08-04,sh.600000,12.8700,6.743143,1.032999,2.247100,-3.280625
2017-08-07,sh.600000,12.9300,6.774579,1.037815,2.257576,-3.295919
2017-08-08,sh.600000,12.8700,6.743143,1.032999,2.247100,-3.280625
2017-08-09,sh.600000,12.7600,6.685509,1.024170,2.227894,-3.252585
2017-08-10,sh.600000,12.7900,6.701227,1.026578,2.233132,-3.260232
2017-08-11,sh.600000,12.6800,6.643594,1.017749,2.213926,-3.232193
2017-08-14,sh.600000,12.5600,6.580721,1.008118,2.192974,-3.201604
2017-08-15,sh.600000,12.5900,6.596439,1.010525,2.198212,-3.209251
2017-08-16,sh.600000,12.4900,6.544045,1.002499,2.180752,-3.183761
2017-08-17,sh.600000,12.5300,6.565002,1.005710,2.187736,-3.193957
2017-08-18,sh.600000,12.5100,6.554524,1.004104,2.184244,-3.188859
2017-08-21,sh.600000,12.5100,6.554524,1.004104,2.184244,-3.188859
2017-08-22,sh.600000,12.4300,6.512608,0.997683,2.170276,-3.168467
2017-08-23,sh.600000,12.5700,6.585960,1.008920,2.194720,-3.204153
2017-08-24,sh.600000,12.4700,6.533566,1.000894,2.177260,-3.178663
2017-08-25,sh.600000,12.7800,6.695988,1.025776,2.231386,-3.257683
2017-08-28,sh.600000,12.8900,6.753622,1.034605,2.250592,-3.285723
2017-08-29,sh.600000,12.9600,6.790298,1.040223,2.262814,-3.303566
2017-08-30,sh.600000,12.8700,6.637344,1.012985,2.233046,-2.819094
2017-08-31,sh.600000,12.7100,6.554829,1.000392,2.205285,-2.784047
2017-09-01,sh.600000,12.7700,6.585772,1.005114,2.215696,-2.797190
2017-09-04,sh.600000,12.7800,6.883686,1.050582,2.315925,-2.923724
2017-09-05,sh.600000,13.0300,7.018343,1.071133,2.361228,-2.980917
2017-09-06,sh.600000,12.9600,6.980639,1.065378,2.348543,-2.964903
2017-09-07,sh.600000,12.8500,6.921390,1.056336,2.328610,-2.939738
2017-09-08,sh.600000,13.0300,7.018343,1.071133,2.361228,-2.980917
2017-09-11,sh.600000,12.9900,6.996798,1.067845,2.353980,-2.971766
2017-09-12,sh.600000,13.0400,7.023730,1.071955,2.363041,-2.983205
2017-09-13,sh.600000,12.8700,6.932163,1.057980,2.332234,-2.944313
2017-09-14,sh.600000,12.8500,6.921390,1.056336,2.328610,-2.939738
2017-09-15,sh.600000,12.8300,6.910618,1.054692,2.324985,-2.935162
2017-09-18,sh.600000,12.9100,6.953708,1.061268,2.339483,-2.953464
2017-09-19,sh.600000,12.9000,6.948322,1.060446,2.337670,-2.951176
2017-09-20,sh.600000,12.8800,6.937549,1.058802,2.334046,-2.946601
2017-09-21,sh.600000,12.8700,6.932163,1.057980,2.332234,-2.944313
2017-09-22,sh.600000,12.8900,6.942935,1.059624,2.335858,-2.948889
2017-09-25,sh.600000,12.9400,6.969867,1.063734,2.344919,-2.960327
2017-09-26,sh.600000,12.8600,6.926776,1.057158,2.330422,-2.942025
2017-09-27,sh.600000,12.8500,6.921390,1.056336,2.328610,-2.939738
2017-09-28,sh.600000,12.8400,6.916004,1.055514,2.326798,-2.937450
2017-09-29,sh.600000,12.8700,6.932163,1.057980,2.332234,-2.944313
2017-10-09,sh.600000,13.0400,7.023730,1.071955,2.363041,-2.983205
2017-10-10,sh.600000,13.1000,7.056048,1.076887,2.373913,-2.996931
2017-10-11,sh.600000,13.0600,7.034502,1.073599,2.366665,-2.987780
2017-10-12,sh.600000,13.0500,7.029116,1.072777,2.364853,-2.985492
2017-10-13,sh.600000,12.9400,6.969867,1.063734,2.344919,-2.960327
2017-10-16,sh.600000,13.0400,7.023730,1.071955,2.363041,-2.983205
2017-10-17,sh.600000,12.9900,6.996798,1.067845,2.353980,-2.971766
2017-10-18,sh.600000,13.0700,7.039889,1.074421,2.368477,-2.990068
2017-10-19,sh.600000,13.1300,7.072206,1.079353,2.379350,-3.003794
2017-10-20,sh.600000,13.0100,7.007571,1.069489,2.357604,-2.976341
2017-10-23,sh.600000,12.8400,6.916004,1.055514,2.326798,-2.937450
2017-10-24,sh.600000,12.8600,6.926776,1.057158,2.330422,-2.942025
2017-10-25,sh.600000,12.9000,6.948322,1.060446,2.337670,-2.951176
2017-10-26,sh.600000,12.8200,6.905231,1.053870,2.323173,-2.932875
2017-10-27,sh.600000,12.8500,6.921390,1.056336,2.328610,-2.939738
2017-10-30,sh.600000,12.7000,6.863898,0.962145,2.264271,-2.002360
2017-10-31,sh.600000,12.6100,6.815256,0.955326,2.248225,-1.988170
2017-11-01,sh.600000,12.5400,6.777423,0.950023,2.235744,-1.977134
2017-11-02,sh.600000,12.5300,6.772019,0.949266,2.233962,-1.975557
2017-11-03,sh.600000,12.5800,6.799042,0.953054,2.242876,-1.983440
2017-11-06,sh.600000,12.4700,6.739591,0.944720,2.223264,-1.966097
2017-11-07,sh.600000,12.5400,6.777423,0.950023,2.235744,-1.977134
2017-11-08,sh.600000,12.5800,6.799042,0.953054,2.242876,-1.983440
2017-11-09,sh.600000,12.5500,6.782828,0.950781,2.237527,-1.978710
2017-11-10,sh.600000,12.6300,6.826065,0.956842,2.251791,-1.991324
2017-11-13,sh.600000,12.8000,6.917944,0.969721,2.282100,-2.018127
2017-11-14,sh.600000,12.6000,6.809851,0.954569,2.246442,-1.986594
2017-11-15,sh.600000,12.6000,6.809851,0.954569,2.246442,-1.986594
2017-11-16,sh.600000,12.3900,6.696354,0.938659,2.209001,-1.953484
2017-11-17,sh.600000,12.7800,6.907135,0.968205,2.278534,-2.014974
2017-11-20,sh.600000,12.8500,6.944967,0.973509,2.291014,-2.026010
2017-11-21,sh.600000,12.9400,6.993609,0.980327,2.307060,-2.040200
2017-11-22,sh.600000,13.2300,7.150344,1.002297,2.358764,-2.085923
2017-11-23,sh.600000,13.0600,7.058465,0.989418,2.328455,-2.059120
2017-11-24,sh.600000,13.0900,7.074679,0.991691,2.333803,-2.063850
2017-11-27,sh.600000,13.1000,7.080083,0.992448,2.335586,-2.065427
2017-11-28,sh.600000,12.9400,6.993609,0.980327,2.307060,-2.040200
2017-11-29,sh.600000,12.9400,6.993609,0.980327,2.307060,-2.040200
2017-11-30,sh.600000,12.9100,6.977395,0.978054,2.301711,-2.035470
2017-12-01,sh.600000,12.9100,6.977395,0.978054,2.301711,-2.035470
2017-12-04,sh.600000,12.9200,6.982800,0.978812,2.303494,-2.037047
2017-12-05,sh.600000,13.1700,7.117916,0.997752,2.348067,-2.076463
2017-12-06,sh.600000,12.9600,7.004418,0.981842,2.310626,-2.043354
2017-12-07,sh.600000,12.9600,7.004418,0.981842,2.310626,-2.043354
2017-12-08,sh.600000,12.9300,6.988205,0.979569,2.305277,-2.038624
2017-12-11,sh.600000,12.9700,7.009823,0.982600,2.312409,-2.044930
2017-12-12,sh.600000,12.7500,6.890921,0.965933,2.273185,-2.010244
2017-12-13,sh.600000,12.7400,6.885516,0.965175,2.271402,-2.008667
2017-12-14,sh.600000,12.6900,6.858493,0.961387,2.262488,-2.000784
2017-12-15,sh.600000,12.6200,6.820661,0.956084,2.250008,-1.989747
2017-12-18,sh.600000,12.6500,6.836874,0.958357,2.255356,-1.994477
2017-12-19,sh.600000,12.7500,6.890921,0.965933,2.273185,-2.010244
2017-12-20,sh.600000,12.7300,6.880112,0.964417,2.269619,-2.007090
2017-12-21,sh.600000,12.7000,6.863898,0.962145,2.264271,-2.002360
2017-12-22,sh.600000,12.6200,6.820661,0.956084,2.250008,-1.989747
2017-12-25,sh.600000,12.5900,6.804447,0.953811,2.244659,-1.985017
2017-12-26,sh.600000,12.6400,6.831470,0.957599,2.253573,-1.992900
2017-12-27,sh.600000,12.6200,6.820661,0.956084,2.250008,-1.989747
2017-12-28,sh.600000,12.5400,6.777423,0.950023,2.235744,-1.977134
2017-12-29,sh.600000,12.5900,6.804447,0.953811,2.244659,-1.985017
